No.    年度    開講区分    所属    科目名    成績入力担当    曜日・時限    時間割コード
295    2026    第3クォーター    教養教育院    微分積分３    増淵 泉    火2    3U771
296    2026    第3クォーター    教養教育院    微分積分３    谷口 隆    火2    3U772
297    2026    第3クォーター    教養教育院    微分積分３　Z（学番下3桁：001～110）    石井 克幸    火2    3U773
298    2026    第3クォーター    教養教育院    微分積分３　Z（学番下3桁：111～）    尾形 尚子    火2    3U774
299    2026    第3クォーター    教養教育院    微分積分３    影山 康夫    火2    3U775
300    2026    第3クォーター    教養教育院    数理統計１    阪本　雄二    火2    3U781
301    2026    第4クォーター    教養教育院    教育学Ｂ    教員未定    火2    4U009
302    2026    第4クォーター    教養教育院    生物学Ａ    池田　健一    火2    4U061
303    2026    第4クォーター    教養教育院    物理学Ｂ    伊藤　真之    火2    4U070
304    2026    第4クォーター    教養教育院    化学Ｂ    富永 圭介    火2    4U073
305    2026    第4クォーター    教養教育院    惑星学Ａ    松野　哲男    火2    4U076
306    2026    第4クォーター    教養教育院    情報学Ｂ    寺田　努    火2    4U079
307    2026    第4クォーター    教養教育院    食と健康Ｂ    榊原　啓之    火2    4U090
308    2026    第4クォーター    教養教育院    科学技術と社会Ｂ    神野　伊策    火2    4U107
309    2026    第4クォーター    教養教育院    科学技術と社会Ｄ    三木　朋広    火2    4U108
310    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    安田　麗    火2    4U404
311    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    田村　豪    火2    4U405
312    2026    第4クォーター    教養教育院    ドイツ語初級Ａ４    新川　匠郎    火2    4U406
313    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    芹澤　円    火2    4U429
314    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    永谷 益朗    火2    4U430
315    2026    第4クォーター    教養教育院    ドイツ語初級Ｂ４    ADEBAHR David    火2    4U431
316    2026    第4クォーター    教養教育院    第三外国語（ドイツ語）Ｔ４    新川　匠郎    火2    4U457
