No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
208	2026	第3クォーター	国際人間科学部	近現代文化言説論Ａ	二宮　望	木4	3HD69
209	2026	第3クォーター	国際人間科学部	グローバル社会動態基礎演習Ａ	大石　侑香	木4	3HD88
210	2026	第3クォーター	国際人間科学部	グローバル文化特別演習Ａ	土田　千愛	木4	3HE44
211	2026	第3クォーター	国際人間科学部	心理学調査法１（心理学研究法１）	谷 冬彦	木4	3HF15
212	2026	第3クォーター	国際人間科学部	保育内容研究（音楽表現）１	峯　恭子	木4	3HH51
213	2026	第4クォーター	国際人間科学部	数学科教育論Ｂ２	牛瀧　文宏	木4	4HC18
214	2026	第4クォーター	国際人間科学部	東アジア政治社会論Ｂ	谷川 真一	木4	4HD19
215	2026	第4クォーター	国際人間科学部	科学技術文明論２	塚原 東吾	木4	4HD52
216	2026	第4クォーター	国際人間科学部	近現代文化言説論Ｂ	二宮　望	木4	4HD69
217	2026	第4クォーター	国際人間科学部	グローバル社会動態基礎演習Ｂ	大石　侑香	木4	4HD88
218	2026	第4クォーター	国際人間科学部	グローバル文化特別演習Ｂ	土田　千愛	木4	4HE44
219	2026	第4クォーター	国際人間科学部	心理学調査法２（心理学研究法２）	谷 冬彦	木4	4HF15
220	2026	第4クォーター	国際人間科学部	知的障害支援学２	赤木　和重	木4	4HH33
221	2026	第4クォーター	国際人間科学部	保育内容研究（音楽表現）２	峯　恭子	木4	4HH51
222	2026	前期	国際人間科学部	言語社会論	池澤　匠	木5	1H376
223	2026	前期	国際人間科学部	異文化コミュニケーション論発展演習Ⅱ	塚原 東吾	木5	1H402
224	2026	前期	国際人間科学部	グローバル文化特別演習Ⅱ	西田 健志	木5	1H471
225	2026	前期	国際人間科学部	グローバル文化特別演習Ⅱ	村尾 元	木5	1H472
226	2026	前期	国際人間科学部	グローバル文化特別演習Ⅱ	康　敏	木5	1H474
227	2026	第1クォーター	国際人間科学部	グローバル文化形成発展演習Ｃ	塚原 東吾	木5	1HE02
228	2026	第2クォーター	国際人間科学部	グローバル文化形成発展演習Ｄ	塚原 東吾	木5	2HE02
229	2026	後期	国際人間科学部	中等生徒指導論	杉山　雅	木5	3H211
230	2026	第3クォーター	国際人間科学部	中等生徒指導論１	杉山　雅	木5	3HC11
231	2026	第4クォーター	国際人間科学部	中等生徒指導論２	杉山　雅	木5	4HC11
